*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：17:48:05
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
001138        0     019010720.2       接收     0000060B      标准帧      数据帧        08     08 51 6C 44 80 1F E1 88      
001139        0     019010720.4       接收     0000060B      标准帧      数据帧        08     12 52 0C 1C 80 20 01 78      
001140        0     019010720.7       接收     0000060B      标准帧      数据帧        08     01 51 4B A7 80 60 01 8D      
001141        0     019010721.0       接收     0000060B      标准帧      数据帧        08     0A 52 34 40 80 1F E1 76      
001142        0     019010721.2       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
001143        0     019010721.5       接收     0000060C      标准帧      数据帧        07     09 94 E7 4A 82 20 E8      
001144        0     019010721.7       接收     0000060C      标准帧      数据帧        07     02 8C A3 3A 02 20 E8      
001145        0     019010722.0       接收     0000060C      标准帧      数据帧        07     04 94 E5 3A 02 20 E8      
001146        0     019010722.2       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 02 20 CC      
001147        0     019010722.4       接收     0000060C      标准帧      数据帧        07     13 94 E7 3A 82 20 CC      
001148        0     019010722.7       接收     0000060C      标准帧      数据帧        07     0B 9D 29 7C 02 20 E8      
001149        0     019010723.0       接收     0000060C      标准帧      数据帧        07     03 8C A5 3A 02 20 E8      
001150        0     019010723.2       接收     0000060C      标准帧      数据帧        07     0E A5 2F 7D 02 20 68      
001151        0     019010723.5       接收     0000060C      标准帧      数据帧        07     06 95 27 4A 82 20 AC      
001152        0     019010723.7       接收     0000060C      标准帧      数据帧        07     11 A5 2F 7D 02 20 68      
001153        0     019010724.0       接收     0000060C      标准帧      数据帧        07     14 9D 29 7C 02 20 CC      
001154        0     019010724.2       接收     0000060C      标准帧      数据帧        07     0F 95 27 4A 82 20 C8      
001155        0     019010724.5       接收     0000060C      标准帧      数据帧        07     05 94 E5 3A 02 20 E8      
001156        0     019010724.7       接收     0000060C      标准帧      数据帧        07     0C 94 E5 3A 82 20 E8      
001157        0     019010725.0       接收     0000060C      标准帧      数据帧        07     10 94 E7 4A 82 20 CC      
001158        0     019010725.2       接收     0000060C      标准帧      数据帧        07     0D 9D 29 5B 01 A0 8C      
001159        0     019010725.5       接收     0000060C      标准帧      数据帧        07     08 94 E7 3A 82 20 CC      
001160        0     019010725.7       接收     0000060C      标准帧      数据帧        07     12 A5 2D 7C 82 20 68      
001161        0     019010726.0       接收     0000060C      标准帧      数据帧        07     01 A5 27 8D 82 20 64      
001162        0     019010726.2       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 C8      
001163        0     019010726.5       接收     0000060D      标准帧      数据帧        08     07 7F 6F A6 70 80 19 0B      
001164        0     019010726.7       接收     0000060D      标准帧      数据帧        08     09 7E CF A0 70 80 05 05      
001165        0     019010727.0       接收     0000060D      标准帧      数据帧        08     02 7E CF A0 70 80 05 05      
001166        0     019010727.3       接收     0000060D      标准帧      数据帧        08     04 7F 8F A0 70 80 05 05      
001167        0     019010727.5       接收     0000060D      标准帧      数据帧        08     00 7E 0F A0 70 80 05 05      
001168        0     019010727.8       接收     0000060D      标准帧      数据帧        08     13 7B 8F A0 70 80 05 05      
001169        0     019010728.0       接收     0000060D      标准帧      数据帧        08     0B 85 AF A0 70 80 05 05      
001170        0     019010728.3       接收     0000060D      标准帧      数据帧        08     03 7E EF A0 70 80 05 05      
001171        0     019010728.6       接收     0000060D      标准帧      数据帧        08     0E 85 6F A0 70 80 05 05      
001172        0     019010728.8       接收     0000060D      标准帧      数据帧        08     06 7E 4F A0 70 80 05 05      
001173        0     019010729.1       接收     0000060D      标准帧      数据帧        08     11 83 CF A0 70 80 05 05      
001174        0     019010729.4       接收     0000060D      标准帧      数据帧        08     14 99 CF A0 70 80 05 05      
001175        0     019010729.6       接收     0000060D      标准帧      数据帧        08     0F 7C AF A0 70 80 05 05      
001176        0     019010729.9       接收     0000060D      标准帧      数据帧        08     05 7F 0F A0 70 80 05 05      
001177        0     019010730.2       接收     0000060D      标准帧      数据帧        08     0C 7E 8F A0 70 80 05 05      
001178        0     019010730.4       接收     0000060D      标准帧      数据帧        08     10 7D 4F A0 70 80 05 05      
001179        0     019010730.7       接收     0000060D      标准帧      数据帧        08     0D 7B AF A0 6F 80 05 05      
001180        0     019010731.0       接收     0000060D      标准帧      数据帧        08     08 7D AF A0 70 80 05 05      
001181        0     019010731.2       接收     0000060D      标准帧      数据帧        08     12 83 EF A0 70 80 05 05      
001182        0     019010731.5       接收     0000060D      标准帧      数据帧        08     01 7D 0F A0 70 80 05 05      
001183        0     019010731.8       接收     0000060D      标准帧      数据帧        08     0A 7D 8F A0 70 80 05 05      
001184        0     019010732.0       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
001185        0     019010732.2       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
001186        0     019010732.3       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
001187        0     019010732.5       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
001188        0     019010732.7       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
001189        0     019010732.9       接收     0000060E      标准帧      数据帧        04     13 02 00 00      
001190        0     019010733.1       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
001191        0     019010733.3       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
001192        0     019010733.5       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
001193        0     019010733.7       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
001194        0     019010733.9       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
001195        0     019010734.1       接收     0000060E      标准帧      数据帧        04     14 02 00 00      
